PDB_ID,True_Affinity,Predicted_Affinity,Error,Absolute_Error
1byj_LIG,5.698970004,6.324018478393555,0.6250484743935543,0.6250484743935543
1cvx_LIG,4.958607315,7.150720119476318,2.1921128044763183,2.1921128044763183
1qv4_LIG,6.906578315,6.060388088226318,-0.8461902267736816,0.8461902267736816
1yrj_LIG,6.698970004,5.824634552001953,-0.8743354519980473,0.8743354519980473
2au4_LIG,7.124938737,5.513360977172852,-1.6115777598271483,1.6115777598271483
2be0_LIG,6.886056648,5.851221561431885,-1.0348350865681155,1.0348350865681155
2g9c_LIG,5.698970004,4.0900678634643555,-1.608902140535645,1.608902140535645
2ktz_LIG,5.045757491,5.586755275726318,0.5409977847263185,0.5409977847263185
2mb3_LIG,5.13076828,7.468390941619873,2.337622661619873,2.337622661619873
3fo6_LIG,4.638272164,4.311766624450684,-0.3265055395493164,0.3265055395493164
3got_LIG,5.397940009,4.290706634521484,-1.1072333744785157,1.1072333744785157
3mur_LIG,7.823908741,7.899987697601318,0.07607895660131803,0.07607895660131803
3slm_LIG,3.42136079,7.146242618560791,3.724881828560791,3.724881828560791
4aob_LIG,6.30980392,6.461447238922119,0.1516433189221189,0.1516433189221189
4erj_LIG,2.508638306,3.5439260005950928,1.0352876945950928,1.0352876945950928
4lx5_LIG,6.671620397,5.475831985473633,-1.195788411526367,1.195788411526367
4nyd_LIG,3.173925197,4.023224830627441,0.8492996336274414,0.8492996336274414
4rzd_LIG,8.187086643,6.191768169403076,-1.9953184735969245,1.9953184735969245
4w90_LIG,7.274905479,6.164079189300537,-1.110826289699463,1.110826289699463
4xwf_LIG,5.966576245,5.0922698974609375,-0.8743063475390622,0.8743063475390622
4znp_LIG,5.327902142,6.721818923950195,1.3939167819501952,1.3939167819501952
5btp_LIG,6.312471039,6.226936340332031,-0.08553469866796881,0.08553469866796881
5w77_LIG,4.782516056,5.13237190246582,0.3498558464658199,0.3498558464658199
6ck4_LIG,5.744727495,5.205231666564941,-0.5394958284350588,0.5394958284350588
6ck5_LIG,5.698970004,4.7623090744018555,-0.936660929598145,0.936660929598145
6e8u_LIG,8.337242168,8.111856460571289,-0.22538570742871045,0.22538570742871045
6hmo_LIG,4.552841969,5.2974042892456055,0.7445623202456053,0.7445623202456053
6sx3_LIG,5.15490196,7.250917911529541,2.096015951529541,2.096015951529541
