PDB_ID,True_Affinity,Predicted_Affinity,Error,Absolute_Error
1arj_LIG,3.0,4.204771995544434,1.2047719955444336,1.2047719955444336
1p96_LIG,5.595166283,6.318925857543945,0.7237595745439451,0.7237595745439451
1qv8_LIG,6.943095149,6.61065673828125,-0.33243841071875035,0.33243841071875035
1r4e_LIG,5.273272791,6.425559043884277,1.1522862528842772,1.1522862528842772
1uud_LIG,5.812479279,5.363811016082764,-0.44866826291723605,0.44866826291723605
2b57_LIG,7.769551079,5.481202602386475,-2.2883484766135256,2.2883484766135256
2bee_LIG,7.0,6.568526744842529,-0.4314732551574707,0.4314732551574707
2g5k_LIG,6.301029996,5.4977288246154785,-0.8033011713845211,0.8033011713845211
2n0j_LIG,6.48148606,5.180113792419434,-1.3013722675805663,1.3013722675805663
2o3w_LIG,5.585026652,4.929341793060303,-0.6556848589396971,0.6556848589396971
2xnz_LIG,3.958607315,5.216791152954102,1.2581838379541015,1.2581838379541015
2xo0_LIG,4.096910013,5.328234672546387,1.2313246595463871,1.2313246595463871
3fo4_LIG,6.142667504,4.67180871963501,-1.4708587843649905,1.4708587843649905
3gao_LIG,4.408935393,5.963137626647949,1.554202233647949,1.554202233647949
3mxh_LIG,10.95860731,8.317566871643066,-2.6410404383569333,2.6410404383569333
3npn_LIG,7.494850022,5.94708776473999,-1.5477622572600094,1.5477622572600094
4erl_LIG,3.244125144,4.412282943725586,1.168157799725586,1.168157799725586
4lvw_LIG,4.180456064,5.427440166473389,1.2469841024733883,1.2469841024733883
4nya_LIG,4.30980392,4.879376411437988,0.569572491437988,0.569572491437988
4nyg_LIG,5.823908741,5.929803371429443,0.10589463042944303,0.10589463042944303
4oqu_LIG,6.387216143,6.209583759307861,-0.17763238369213852,0.17763238369213852
4ts0_LIG,6.27572413,6.287210941314697,0.011486811314696865,0.011486811314696865
4ts2_LIG,6.27572413,6.460229396820068,0.18450526682006796,0.18450526682006796
4yb0_LIG,6.031517051,8.050808906555176,2.019291855555176,2.019291855555176
5kpy_LIG,5.408935393,6.045762538909912,0.636827145909912,0.636827145909912
5lwj_LIG,5.543178652,4.893922805786133,-0.6492558462138671,0.6492558462138671
6e81_LIG,5.522878745,5.526636600494385,0.0037578554943848985,0.0037578554943848985
6jj0_LIG,7.443697499,5.163842678070068,-2.2798548209299314,2.2798548209299314
